Date,Dated Brent,Bonny light,Mars,WTI,Maya Europe,Maya USGC,ESPO,Urals NWE,Urals MED,Dubai,LLS,Propane,Gasoline,Jet,Gasoil,FO 1%,ULSD,Naphtha,Butane,FO 3.5%,VGO 0.5%,FO 0.5%,VGO 2%,Arab light,Arab Heavy,Azeri BTC,Tapis,Dalia,Oman,Oseberg blend,ORL
1/3/2009,46.5,1.7,-0.2,1.6,-4.8,-5.6,,-1.5,-0.9,-1,3.5,-17.49874315,7.449201342,9.181794775,8.267486663,-6.490103303,11.48720907,-2.232229245,-18.35657756,-9.86150668,3.29138783,,-0.561959792,-3.75,-5.25,0.7,3.6,,-0.7,0.781,-0.4
1/4/2009,50.3,0.5,-2.4,-0.3,-3.8,-4.3,,-1.5,-1.4,-0.2,2,-22.1231626,9.091257294,9.898908571,8.693217342,-5.511738315,11.5207745,-3.056897057,-22.20503061,-8.779978307,2.757253662,,-1.729689826,-2.45,-3.7,-0.1,2.3,,-0.2,0.389,-0.825
1/5/2009,57.5,1.2,-0.2,1.8,-2.4,-1.5,,-0.3,-0.4,0.4,2.8,-27.38918373,15.15932414,8.25019647,5.869022745,-4.039796209,8.831225485,-4.374192489,-23.68630868,-7.055362149,3.044790556,,-0.328282711,-4.05,-5.8,0.9,2.7,,0.5,0.683,-0.6
1/6/2009,68.6,1.5,-1.7,1.2,-5.2,-5.5,,-0.2,-0.2,0.9,2.6,-31.27271392,13.88737593,10.14186485,6.552322015,-6.93804994,9.570621025,-5.29524598,-27.75594878,-10.17938133,1.839638612,,-1.322588227,-2.8,-4.3,0.2,3.8,,0.9,0.943,-0.375
1/7/2009,64.6,0.9,-1.8,-0.2,-3.2,-4.9,,-0.2,0.2,0.2,2.2,-26.84945627,10.90837537,8.879913209,7.125453611,-3.964811833,8.803981878,-2.728154955,-24.37252324,-5.76080492,1.818684459,,0.317319868,-1.7,-3.15,0.5,4,-1.1,0.5,0.714,-0.8
1/8/2009,72.8,1.5,-2.3,-1.7,-4.5,-6.3,,-0.8,-0.6,-1.5,1.5,-30.18029515,10.88444525,7.821609451,7.192159674,-3.851283862,9.436591756,-1.477982149,-26.6303082,-7.133906164,2.655599061,,0.67548969,-1.6,-3.2,0.7,3.6,-1.4,-1.3,0.783,-1.4
1/9/2009,67.4,1.5,-1.5,2,-4.5,-4.1,,-0.1,-0.3,0.3,2.8,-23.81167758,8.24169248,9.865681385,7.104740347,-1.295132705,9.547761942,-1.049220851,-20.52983804,-4.910980899,2.927530833,,-0.121289741,-2.3,-3.65,0.8,2.4,-0.8,0.8,0.828,-0.375
1/10/2009,72.8,1.2,-0.7,3.1,-4.9,-4.7,,-0.1,-0.1,2.6,3.7,-25.67596853,8.313332061,10.47615038,9.228736038,-3.186184205,11.66412796,-3.062565477,-24.56185164,-6.383127049,3.332927131,,1.927675599,-1.8,-3.2,1,2.7,-0.8,0.6,0.95,-0.7
1/11/2009,76.7,1.3,-0.7,1.4,-5.1,-5,,-0.4,-0.3,1.1,3,-23.92586438,8.039013483,9.198064209,7.211788991,-2.299195643,9.038986904,-1.529675036,-24.71640769,-6.310689985,4.28020297,,2.795981859,-1.6,-2.8,0.9,3.6,-1.1,1.2,0.764,-0.4875
1/12/2009,74.3,1.1,-0.9,0.6,-5.6,-6.1,,-0.5,-0.4,1.1,3.1,-20.60500392,6.86942255,10.49976699,8.05384561,-2.915693775,9.828706803,1.496320066,-21.57534881,-6.589158786,4.792910792,,3.209010451,-1.8,-3.45,0.9,3.3,-1.6,1.2,0.705,0.15
1/1/2010,76.2,1.5,0.2,2.2,-5.2,-5.4,0.1,-0.1,-0.1,0.5,4,-15.57624026,9.898720684,10.95302531,8.801656244,-2.562451255,10.47219152,3.283646115,-18.25737536,-5.614965949,4.510621169,,2.756072083,-2.3,-3.9,1.4,3.7,-1.4,0.8,1.088,0.9
1/2/2010,73.6,1.4,-0.2,2.7,-5.5,-5.5,0.5,-0.8,-0.8,-0.2,3.8,-19.16966347,10.93933548,10.67857454,8.641491507,-2.468454808,10.85547029,1.963246107,-20.62228681,-5.555599976,5.534923272,,3.595922693,-1.8,-3.65,0.9,3.5,-1.8,0.3,0.895,0.95
1/3/2010,78.9,1.4,-1.5,2.4,-8.4,-8.6,-0.9,-2.1,-1.9,-1.6,3.1,-23.72743267,14.1503045,11.04514152,10.82713392,-4.906116215,12.52317726,2.466122987,-23.56741088,-9.595275018,6.729409453,,4.197527072,-1.65,-3.1,0.7,2.7,-1.9,-1.2,0.652,0.6625
1/4/2010,84.9,1.1,-2.2,-0.3,-10.9,-11.5,-1.5,-2.2,-2.3,-1.3,3,-32.04129316,11.50803321,11.70703317,11.1605223,-6.066049703,13.80344135,-2.972486096,-31.06599594,-12.76161121,2.750792989,,-2.05089397,-2.3,-4.25,0.2,2.5,-3.3,-1.2,0.706,-0.9
1/5/2010,75.2,1.1,-0.1,-0.9,-8.6,-10.5,1.2,-1.3,-1.5,1.6,4.6,-26.52810922,11.48139929,14.07544138,12.38352066,-3.941616736,15.35691359,0.464456009,-25.59586475,-9.044474833,3.504614447,,-1.551551786,-3.75,-6.25,0.5,3.7,-2.6,1.9,0.383,-0.4375
1/6/2010,74.9,1.6,-0.3,0.7,-8.6,-9.4,-0.4,-0.5,-0.5,-0.9,4,-26.01773635,10.52088032,14.61402748,13.34422565,-4.98803585,15.36456331,-1.51748382,-24.85734623,-9.721860601,3.450223723,,-1.769751558,-3.55,-6.55,1.2,2.5,-2.5,-0.7,1.366,-0.6875
1/7/2010,75.6,1.6,-1.3,0.3,-9.1,-8.8,-2.2,-1.7,-1.8,-3.2,3.4,-28.37829875,8.51203373,11.84443955,10.21464302,-3.190948449,12.61341251,-5.78716124,-27.89065014,-10.39100449,4.165994885,,0.050498001,-2.15,-4.85,0.6,2,-3.4,-3,2.105,-1.38
1/8/2010,77.1,1.7,-2.8,-0.8,-8.4,-9.2,-1.9,-1.6,-1.7,-3.1,2.6,-26.64589058,7.39447156,12.12382679,10.40067294,-3.503302158,13.67532899,-3.211120942,-27.68169894,-9.566016481,3.797687827,,1.183591264,-1.4,-3.9,1,1.8,-2.8,-2.8,1.624,-1.6375
1/9/2010,77.8,1.4,-2.5,-2.1,-9,-10,-1.4,-0.5,-0.4,-2.7,2.3,-23.92493735,6.744001472,12.43448217,12.56718941,-6.289267249,15.19027131,-2.145643139,-22.38368299,-11.05487643,2.746544692,,-0.850406159,-2.4,-4.6,1.4,2.9,-2.3,-2.4,1.463,-1.725
1/10/2010,82.7,1.4,-2.4,-0.7,-9.2,-9.9,-0.9,-0.9,-1.2,-2.5,2.5,-21.82210948,8.616013654,13.64720159,13.0021638,-8.081113471,16.61659467,1.260428518,-20.59900474,-11.94198464,4.956480158,,0.928248963,-1.65,-4.15,1.2,3.7,-2.2,-2.3,0.926,-0.86
1/11/2010,85.3,1.6,-2.6,-1,-9.2,-10.8,0.2,-1,-0.6,-1.7,2.8,-16.24710223,7.655494628,13.63958822,12.09587149,-8.846461763,16.04651666,1.587580645,-12.997298,-12.29543901,4.486099482,,-0.313122124,-2.2,-5.25,0.8,4.7,-1.9,-1.5,0.89,-0.025
1/12/2010,91.4,1.7,-2.1,-2,-11.1,-12,0.6,-1.9,-1.7,-2.3,3,-13.17281843,8.57910983,13.97375135,11.32024363,-12.79477374,15.65376574,2.369059825,-21.83442341,-16.46245181,3.143805888,,-2.768111959,-2.5,-5.65,1.5,4.6,-2.5,-2.2,1.723,1.08
1/1/2011,96.5,1.7,-4.1,-6.9,-11.2,-14.7,-1.1,-2.7,-2.8,-4,1.3,-25.90004717,6.878163939,15.8108048,11.93449446,-14.63372898,16.12122354,-1.271897611,-29.96463307,-17.26719172,2.396570588,,-1.121136755,-2.25,-6,1.2,3.8,-2.7,-3.9,1.545,-0.35
1/2/2011,103.8,2.1,-3.4,-13.6,-10.9,-16.8,-0.7,-2.3,-2.3,-3.5,2.4,-38.21525568,4.656816737,18.62447966,13.90029589,-12.61803234,17.80455264,-5.69081257,-37.72582733,-16.19059151,4.091418426,,1.513316025,-3.05,-7.3,1.8,4,-2.5,-3.2,1.189,-2.566666667
1/3/2011,114.6,3.5,-3.1,-11.6,-14.7,-15.5,-1.4,-3.6,-3.1,-5.9,2.8,-43.03110551,5.940674474,20.28349595,16.01869092,-9.758462205,19.68664008,-5.429182183,-40.79760989,-20.43419505,5.135791274,,1.817068079,-4.2,-8.55,2.5,5.9,-2.3,-5.6,2.109,-2.575
1/4/2011,123.5,3.3,-4.9,-13.4,-16.1,-15.5,-2.2,-4.5,-4.1,-7.5,2.5,-47.20920834,9.417169709,18.41377834,13.10447326,-10.82316757,16.18976808,-6.182985328,-43.8605862,-23.21676139,5.097387771,,1.066573825,-3.4,-8.45,2.7,6.8,-3.9,-6.9,2.297,-2.8
1/5/2011,114.6,2.9,-5.5,-13.2,-12.5,-13.3,-1,-3.1,-3.6,-6.2,1.9,-44.24342226,13.97123153,16.78623519,11.10707939,-11.42567032,14.59078851,-4.840799626,-41.09684292,-19.06324249,6.726215518,,2.079845833,-4.5,-9.75,2.6,6.9,-4.9,-5.7,2.173,-2.25
1/6/2011,114,2.3,-6.1,-17.7,-11.9,-13.4,-3.2,-2.5,-2.4,-6.3,-0.9,-46.35067666,7.950602334,17.1432818,12.51414841,-7.196541414,16.62501672,-10.22035443,-45.85590909,-16.48299424,5.18677111,,0.61025311,-4.15,-9.6,3.2,5.3,-4.4,-6.1,2.139,-4.675
1/7/2011,116.9,1.9,-5.1,-19.6,-11.2,-14.2,-3,-1.8,-2,-6.9,-1,-48.07785975,10.457151,16.92097948,13.48100152,-7.027164886,16.96115013,-7.8955959,-45.59436048,-15.93356438,5.002967547,,0.683746367,-2.45,-6.8,2.3,4,-4.7,-6.5,2.017,-3.92
1/8/2011,110.4,3,-3.1,-24,-9.2,-14.5,-1,-1.1,-1.2,-5.4,-1.1,-44.03635831,11.66992306,17.86085519,15.77871054,-7.670080383,18.24687689,-5.783264497,-40.86316026,-13.04726907,3.75591327,,1.731822264,-3.1,-7.25,3.2,6,-4,-5,2.284,-2.325
1/9/2011,113.1,3.5,-3.3,-27.6,-9.9,-15.8,-2.5,-2.8,-2.7,-6.8,-0.5,-48.34089325,7.811040383,14.23456351,12.21534843,-10.75183633,16.19651229,-8.557730054,-42.43215829,-15.28051329,3.79434014,,1.531967352,-2.05,-6.05,1.6,6.6,-5.4,-6.5,3.075,-2.06
1/10/2011,109.4,2.8,-2.1,-23,-7.7,-9.7,-0.6,-1.3,-1.3,-5.5,2.4,-48.3249463,6.380408633,18.29021993,16.24023778,-7.052242493,22.20460822,-11.28615896,-42.95521815,-11.51788917,6.509580492,,4.303049919,-0.7,-5,1.6,6.1,-2.4,-4.7,2.505,-3.75
1/11/2011,110.7,1.9,-2.2,-13.5,-7.6,-4.3,1.9,-0.3,-0.1,-1.7,1.4,-47.65033192,0.756580275,21.42958374,20.68613551,-5.454484889,24.067607,-14.4851843,-46.3048489,-11.30671419,2.772333802,,1.155061864,-1.4,-5.4,3.1,6.6,-0.9,-1.3,1.895,-7.675
1/12/2011,107.8,2.1,-3,-9.3,-9.5,-3.6,2.8,-0.5,-0.5,-1.4,0.8,-43.59853848,2.748782789,17.47125759,16.89601218,-3.577377396,19.00485406,-10.30334614,-41.82947747,-12.11245565,-0.203479633,,-2.04592053,-1.25,-5.25,2.7,8,-1,-0.6,1.993,-6.11
1/1/2012,110.6,2.5,-2.2,-10.3,-5.9,-4.5,4.7,-0.7,-0.7,-0.8,0.2,-41.12731348,7.900204641,19.1058919,17.255776,-1.192078379,20.35647549,-4.951856356,-36.45015822,-6.239143351,5.982242288,,2.732084506,-0.35,-4.25,1.9,8,0,0.3,1.886,-3.8625
1/2/2012,119.6,2.3,-3.3,-17.1,-9.6,-10.9,2,-1.1,-1.1,-3.4,1,-39.10321419,8.631743794,15.73641949,15.45557594,-3.805043605,17.38668275,-5.329247577,-41.16160999,-11.87492305,5.996078419,,2.526582435,-1.75,-5.55,2.3,6.5,-1.3,-2.4,2.448,-3
1/3/2012,125.3,2.6,-4,-19.1,-12.3,-13.2,0.1,-3.4,-2.9,-2.9,2.1,-44.53255642,13.68128811,14.056396,12.64382216,-3.679096229,15.94594504,-6.440523814,-43.99863458,-15.10241183,8.558159466,,4.741792148,-0.85,-4.3,1.3,7.2,-1,-2.4,2.08,-3.5
1/4/2012,119.5,1.7,-3.7,-16.1,-10.4,-11,1.1,-2.8,-2,-2.2,3,-47.3526843,18.39353886,17.15300412,15.06836703,-1.152038024,18.71956566,-4.867701944,-42.21788175,-12.51165984,10.43269922,,5.701098737,-1.25,-4.6,3,7.3,0.2,-2.1,1.079,-3.875
1/5/2012,110.2,1.4,-5.3,-15.6,-8.9,-9.2,0.8,-1.9,-1.1,-2.9,-2.2,-54.13317473,13.10728137,17.95922289,15.53356633,-3.080434611,18.09660602,-12.49196329,-47.66080402,-11.51448071,6.916565318,,2.842443498,-3.85,-7.6,2.4,7,-0.7,-2.8,1.036,-5.45
1/6/2012,94.8,1.2,-2.9,-12.5,-6.9,-7.2,2.3,-1.2,-1.3,-0.4,0.1,-47.43754074,17.1123024,18.99906245,17.58148804,-0.306752144,20.52930339,-13.88193813,-48.04909311,-7.702394903,8.115345951,,3.858971721,-2.6,-6.65,1.8,5.4,-0.4,-0.3,0.784,-7.4
1/7/2012,102.6,0.6,-4.1,-14.7,-9.2,-10,-1.4,-0.3,0,-3.4,0.9,-43.47167456,15.62294882,18.91455167,17.00306118,-1.527876404,21.46031669,-10.77462711,-46.5506238,-10.8157106,7.562031912,,3.375861559,-2.65,-6.2,1.7,2.2,-0.9,-3.2,1.066,-5.375
1/8/2012,113.4,0.8,-6.3,-19.2,-11.8,-14.1,-2.4,-0.7,-0.3,-4.8,-1.6,-41.36932042,16.98781957,20.15320517,16.31591706,-2.372083216,21.51205674,-9.268364366,-44.81149127,-13.68295226,8.872216297,,5.718564601,-1.65,-5.5,1.2,2.6,-1.3,-4.5,1.314,-4.8
1/9/2012,112.9,1.1,-6,-18.1,-10.9,-12.3,1.6,-1.6,-0.9,-1.6,0.1,-35.70484984,20.29461863,23.61104943,19.63405724,-0.180374308,25.49379942,-5.402572581,-37.61166269,-12.25782411,9.259531892,,7.336802647,0.25,-3.7,2.2,4,-0.5,-1.6,0.689,-4.5
1/10/2012,111.6,1.4,-7.9,-22,-11,-15.4,0.3,-1.6,-1.3,-2.7,-1.4,-32.19308127,12.65297488,22.22320932,21.39769799,-8.243328428,26.54421162,-5.419844755,-34.32784005,-16.19774172,4.66860447,,0.034811661,-1.6,-6.4,1,4.5,-1.7,-2.7,1.354,-4.875
1/11/2012,109.1,1.6,-6.2,-22.3,-11.5,-18.1,-0.4,-1.1,-0.9,-1.9,-0.6,-28.86374422,6.908160277,19.87477692,17.1136374,-11.14557223,22.86488562,-5.550389827,-30.27329786,-18.10289459,-1.269140742,,-5.667331501,-1.75,-6.5,1.6,4.8,-1.9,-1.8,1.75,-4.3
1/12/2012,109.4,2.4,-5.4,-21.1,-11.3,-18,-0.2,-1.7,-1.1,-3,0.2,-33.53131297,5.691301168,19.28096812,15.85249784,-13.20068668,18.54453746,-4.718477674,-37.98371257,-19.5922653,-0.679250107,,-2.432077359,-0.2,-5.2,2,5.4,-3,-3,2.134,-3.625
1/1/2013,113,2.2,-5.1,-18.1,-10.7,-14.4,-1.8,-2,-1.4,-5.1,-0.4,-45.53549215,8.717854516,19.27211753,16.28726864,-10.28783159,18.1672203,-9.092314165,-43.85696571,-17.800823,2.351781011,,0.192488586,-1.2,-6.4,1.4,5.1,-3.8,-5.1,1.699,-4.8125
1/2/2013,116.3,2.2,-5,-20.9,-11.3,-9.9,-1.1,-2.3,-1.8,-5.2,0,-48.153824,13.99369481,21.3305917,18.18968501,-8.698824411,19.93703293,-5.952717186,-43.05202291,-17.87698933,9.365891452,,7.651977654,-1.3,-6.55,1.9,5.5,-3.1,-5.2,1.885,-4.5
1/3/2013,108.4,3.2,0,-15.4,-8.6,-4.9,0.7,-1.8,-1.4,-2.8,4.5,-46.22954376,14.64850101,17.73768429,14.86057393,-8.285340179,18.78833007,-7.222189999,-43.02635175,-14.43081756,7.316629131,,5.939161742,-1,-5.85,3,6.5,-1.4,-2.8,1.943,-4.8
1/4/2013,101.9,3.2,-1.6,-9.7,-6.9,-3,1.8,-1.3,-0.1,-0.2,3.4,-47.49348811,14.07834147,16.07074799,14.42476162,-7.119045512,18.08395324,-11.10429695,-44.44390457,-11.31704732,4.501232611,,2.457454506,-3.1,-6.9,2.6,6.6,-1,-0.2,1.438,-5.625
1/5/2013,102.5,2.8,-3.1,-7.7,-7.7,-5.4,-0.1,-0.4,0,-2.2,1.8,-48.85648888,12.79976044,14.72324235,14.11172118,-5.957299198,17.16226385,-9.928004304,-45.16407119,-11.73191324,4.87018356,,3.401833268,-3.1,-6.1,2.2,5.6,-0.9,-2,1.018,-5.7
1/6/2013,102.9,1.8,-4.6,-7.1,-9.6,-6.7,0.3,0,-0.2,-2.6,1.3,-43.10144049,13.34474835,16.76227877,15.3052458,-5.424175312,18.1788862,-9.07590267,-43.39118207,-12.50949937,7.018341192,,5.811550622,-1.65,-4.4,1.8,5.1,-0.5,-2.6,0.915,-5.125
1/7/2013,108,1.9,-3,-3.4,-9.1,-8.5,-0.7,-0.2,0.1,-4.4,2.6,-44.0871082,14.03668905,16.1053292,15.04534651,-11.86985777,17.64341635,-10.42296199,-44.23691584,-14.91010111,6.781298751,,5.030754801,-1.25,-4.5,1.8,5.1,-1.6,-4.4,1.598,-3.625
1/8/2013,111.3,2.1,-5.7,-4.7,-12.2,-11.7,0.3,-0.9,-0.5,-4.1,-0.3,-47.24928615,13.46164599,16.30740898,14.74721428,-13.29449884,18.01881847,-9.500895692,-44.42305991,-17.82483258,5.08858515,,3.234639269,-0.7,-4.3,2.3,6.3,-2.4,-4,2.356,-3.4
1/9/2013,111.9,2.7,-8.2,-5.6,-12.6,-13,1.9,-1.8,-1,-3.6,-3.7,-50.44374483,6.308502442,15.46846048,14.67865005,-13.88780262,18.12362949,-8.466483129,-42.4040685,-19.48306809,-0.397056421,,-2.117168822,-0.1,-3.8,3,6.1,-1.9,-3.3,2.615,-3.0125
1/10/2013,109,2.3,-11.3,-8.5,-10.7,-16.5,1.3,-1.6,-0.8,-2.4,-6.2,-46.09044244,4.714422289,17.40258534,16.35112339,-13.44893807,18.44563475,-8.724500411,-42.06265994,-17.93040838,1.747578511,,-0.945445096,-0.75,-5.8,1.6,7.3,-1.9,-2.3,1.246,-3.25
1/11/2013,108,1.6,-16.3,-14.1,-12.7,-21.6,1.2,-1.3,-0.2,-2,-10.8,-34.59644796,5.06144214,17.03177716,15.57852382,-12.47368304,17.09079786,-4.591832989,-35.62378137,-18.7880541,0.862580479,,-1.114085224,-1.95,-6.3,2.1,5.3,-2.1,-2,1.03,-2.4
1/12/2013,110.8,1.5,-12.9,-12.9,-15.6,-21.9,2.5,-1.8,-0.4,-2.9,-8,-36.33863797,4.87889663,18.10229281,15.92164236,-12.91833785,17.83974239,-4.390861816,-33.4572398,-20.55572971,3.486910682,,0.936091527,-2.15,-6.8,1.6,5.2,-2.5,-2.9,1.44,-1.75
1/1/2014,108.3,1.8,-8.7,-13.4,-15.4,-21.6,1.3,-2.8,-1.9,-4.2,-5.5,-41.28493003,5.220331238,16.70128196,15.22070469,-13.46295663,16.20446821,-6.018240557,-36.8383671,-20.4376051,7.529104401,,5.37059803,-1.55,-6.6,0.5,4.4,-3.6,-4.2,1.873,-1.6
1/2/2014,108.9,2,-5.8,-8.2,-14.8,-17.7,1.1,-2,-1.4,-3.8,-2.5,-46.69218814,8.100856779,16.23169851,15.56908597,-8.28008473,17.19222281,-7.235661568,-43.45804561,-18.57937821,10.006785,,8.055128941,-2.4,-7.6,2.1,4.8,-4,-3.8,1.811,-2
1/3/2014,107.5,2.5,-7.5,-7.1,-14.7,-17.3,1,-1.1,-0.9,-3.2,-3.4,-47.39142913,10.47282529,14.51164608,14.24564379,-6.146931798,16.27266649,-6.163731395,-43.42752564,-17.65127493,8.15249728,,6.330796658,-2.15,-6.6,2,3.8,-2.8,-3.2,1.5,-1.4375
1/4/2014,107.6,2.4,-8.8,-5.6,-13.6,-14.3,0.7,-1.6,-0.8,-2.9,-3.5,-47.83207856,14.73527663,14.82889282,14.67136513,-7.837602871,17.07166055,-4.797507584,-46.04877963,-17.9852078,5.996324782,,3.713407382,-1.7,-5.05,2.1,3.6,-2,-2.7,1.412,-1.4375
1/5/2014,109.6,2.6,-9.8,-7.7,-14.2,-14.2,-0.1,-2.2,-1.8,-3.9,-5.3,-50.70117267,11.98816887,13.33573643,12.73688493,-9.16680269,13.91643252,-5.300273789,-52.48625133,-20.20101279,4.616429839,,2.868494162,-2.35,-5.55,1.8,2.8,-1.7,-3.8,1.751,-1.6
1/6/2014,111.7,2,-8.2,-6.5,-13.5,-13.1,-0.1,-3.3,-2.2,-3.6,-3.4,-50.70203956,14.27362399,12.71854948,10.89130462,-9.745294239,12.59700905,-5.70828778,-51.4720735,-20.27482779,4.075596857,,2.214294048,-2.45,-6.15,1.6,3.4,-2.8,-3.6,1.114,-2
1/7/2014,106.6,0.8,-4.5,-4.3,-10.6,-13,1.7,-1.4,-0.4,-0.5,-0.2,-47.30139781,15.4505828,16.16784889,13.58367884,-10.30492299,15.30453521,-2.574158969,-43.97158268,-17.46870534,4.170774421,,0.498326584,-2.7,-6.15,2,5.5,-2.6,-0.5,0.237,-2.225
1/8/2014,101.6,0.6,-4.9,-5.7,-8.4,-11,2,-0.8,0.5,0.1,-1.5,-47.90841854,13.00899077,18.53864499,15.75218746,-10.22207617,18.04457749,-5.292611897,-43.16888765,-14.03310773,-0.193127264,,-2.827533645,-4.35,-8.4,1.5,5.3,-2.8,0.5,0.019,-2.1
1/9/2014,97.3,1.1,-4.3,-4.2,-8.2,-9.2,1.5,-1.3,-1.2,-0.8,-1,-42.31400228,13.8386819,17.45305959,15.18853608,-8.366888704,17.56289061,-3.708436647,-40.58409554,-12.85842051,4.917107844,,2.096743367,-2.85,-7.5,1,4.7,-2.5,-0.1,0.38,-1.7875
1/10/2014,87.4,1.4,-3.8,-3.1,-10.3,-9.2,0.4,-1.3,-0.8,-0.8,0.2,-40.50601001,10.88251689,18.31617845,14.49135502,-9.787415027,17.5127059,-8.25669778,-41.35718974,-13.91962267,2.096014136,,0.240924903,-3.55,-8.15,2.1,3.4,-2.6,-0.7,0.725,-2.03
1/11/2014,78.9,1.2,-3.1,-3.4,-11.5,-7.8,0.4,-1.1,0,-2.6,0.7,-38.32601312,11.65364052,20.21146297,16.82935998,-11.20238514,19.5150052,-8.934072581,-36.82248923,-14.68875709,0.843015982,,-0.986605077,-3.95,-8.35,0.8,3.1,-2.7,-1.1,0.736,-2.4875
1/12/2014,62.5,0.6,-4.4,-3.2,-13.7,-10.3,1,-1.7,-1,-2.3,-0.6,-32.25491182,5.497116272,19.10233188,15.31306937,-10.57645301,16.7244927,-7.788620448,-28.51993514,-14.48402046,0.134457937,,-1.49503358,-3.35,-7.95,0.9,4,-3.4,-1.4,1.042,-2.875
1/1/2015,47.9,0.2,-3.1,-0.5,-14.1,-8.5,1.4,-1.2,-0.8,-2.3,1,-23.06658966,8.31415526,19.14275761,15.62774229,-7.544198165,16.74625249,-3.941196784,-24.42987008,-11.5748614,3.856410314,,2.128197465,-3.15,-7.45,1.7,4.4,-2.9,-1.2,0.621,-3.07
1/2/2015,58.1,1.1,-6.9,-7.3,-15.1,-10.7,1.2,-1.1,-0.3,-2.7,-2.9,-26.42828935,10.21133143,18.28935188,16.43543971,-8.572350862,18.41946012,-2.277773637,-24.01247103,-11.68520925,5.62410457,,4.429969482,-4.65,-8.85,1.9,3,-3,-1.9,1.214,-2.575
1/3/2015,55.9,1.6,-4.6,-8,-14,-10.3,1.9,-1.7,-0.9,-1.3,-1.5,-22.85274525,17.09516892,16.22402979,15.05041521,-7.450037921,17.73148263,0.234494135,-20.35043159,-11.31411837,4.062297512,,2.528847595,-3.95,-7.7,1.4,4,-2,-0.8,1.275,-1.925
1/4/2015,59.8,1,-2.1,-5.1,-13.7,-7.6,1.7,-0.9,0.2,-1.2,0.9,-27.2946663,18.16474328,14.5527829,14.46726012,-7.611157283,16.65850248,-1.189447113,-26.71447124,-11.57055252,3.807695125,,2.460790294,-3.75,-7.9,1.7,4,-1.6,-1.1,0.476,-1.95
1/5/2015,64.3,0.7,-2.6,-4.9,-13.6,-7.7,1.8,-0.7,0,-0.8,0.6,-35.49500093,18.64197903,14.35586958,15.62430483,-9.181164456,17.12538868,-3.031001642,-32.35893053,-12.46706478,2.735973387,,1.664131576,-3.95,-7.8,0.8,4.3,-2.2,-0.7,0.206,-2.18
1/6/2015,61.7,0.3,-2.3,-1.8,-12,-4.6,2.9,-0.5,0.8,0.1,1.5,-33.99270876,23.83971315,15.35609894,15.45512677,-8.625198338,16.78879378,-1.833598948,-31.66480957,-12.0606031,3.065413259,,2.145836379,-2.65,-6.4,1,4.3,-1.7,0.1,-0.142,-2.15
1/7/2015,56.5,0.4,-6.4,-5.4,-12.7,-7.4,1.1,-1.4,-0.7,-0.4,-1.8,-30.31953372,25.88503756,12.06884588,12.75961563,-9.731243253,14.29802328,-3.99198022,-30.27186766,-12.69295011,3.171277874,,2.171416219,-2.9,-6.9,1.1,1.4,-3,-0.3,0.794,-2.08
1/8/2015,46.6,0.7,-4.1,-3.7,-13,-7.4,0.9,-1.1,-0.5,1,0.4,-24.30257542,22.413554,14.06499304,14.71933847,-9.528929419,16.2396055,-1.807529795,-24.92531473,-12.26132053,3.521932518,,2.580950108,-2.65,-6.45,1.5,2,-2.3,1,0.866,-2.125
1/9/2015,47.6,1,-4.5,-2.2,-14,-8.1,-0.2,-1.3,-0.4,-2.2,1,-22.26779704,14.32715848,14.52022742,14.792324,-12.33067236,16.18550246,-1.816949641,-19.96125472,-14.56207943,3.488368922,,2.666584401,-3.05,-6.45,1.4,2,-2.4,-2,0.851,-1.7375
1/10/2015,48.6,0.8,-6.7,-2.2,-14.4,-9.4,1.7,-2.3,-1.1,-2.7,-1.2,-21.44434434,10.56453864,11.85247963,11.90928922,-12.17453302,13.44590555,-0.70045859,-17.58230975,-15.49690839,2.796969127,,2.175700029,-3.55,-7.35,1.5,2.2,-2.7,-2.5,0.937,-1.62
1/11/2015,44.3,0.1,-4.4,-1.3,-14.3,-9,1.3,-2.4,-1.2,-2.6,0.2,-16.05822706,13.75577099,13.60865574,12.54571528,-10.89745318,14.64627351,2.333157212,-16.16636742,-14.95121898,2.472692053,,1.722833244,-3.45,-7.25,0.9,4.1,-2.4,-2.3,0.642,-0.8525
1/12/2015,38.2,0.1,-3.5,-0.8,-14.7,-9.5,0.7,-2.3,-1.2,-3.6,0.7,-13.56328079,14.62075794,10.7430034,7.118464278,-12.54728342,8.688982899,4.982471345,-12.41248579,-16.88406555,2.905033014,,2.111903762,-4.75,-8.5,0.3,3.6,-3.5,-3.6,1.06,-0.39
1/1/2016,30.7,0.2,-3.2,1,-12,-30.7,1,-2.4,-1.1,-3.9,2.1,-11.0702586,17.76287957,9.258616384,7.471801524,-10.12425442,7.964169816,4.720171884,-8.996946899,-13.20582263,2.748858424,,1.64171901,-4.25,-8.1,1.6,3.3,-3.1,-3.4,0.867,0.64
1/2/2016,32.5,0.2,-4.7,-1.8,-10.2,-7.6,1.9,-2.2,-1.2,-3.2,0,-14.11708431,11.47835147,9.726193503,7.785325187,-9.851427894,8.610201935,0.081415859,-12.11462319,-12.01790646,0.999912531,,-0.768411229,-4.85,-8.5,0.9,2.8,-2.9,-2.3,0.871,0.8675
