Pred Year;Pred brent 2011;Pred FO 1% 2011;Pred FO 3.5% 2011;TD 2011;Actual 2011;MD 2011
2005;28;-5.7;-9.57;-1.93;-2.2;-3.09
2006;35;-5.74;-10.74;-1.87;-2.2;-3.16
2007;44;-8.58;-13.13;-2.17;-2.2;-3.85
2008;83.3;-13.55;-22.58;-3.57;-2.2;-4.95
2009;59;-9.26;-14.37;-3.18;-2.2;-2.84
2010;82;-7.32;-12.52;-2.55;-2.2;-3.41
