Pred Year;Pred brent 2013;Pred FO 1% 2013;Pred FO 3.5% 2013;TD 2013;Actual 2013;MD 2013
2007;35;-5.9;-10.9;-1.89;-0.6;-3.7
2008;78.8;-13.72;-22;-3.42;-0.6;-4.68
2009;67;-12.46;-17.85;-3.68;-0.6;-3.21
2010;83.75;-8.05;-13.6;-2.76;-0.6;-3.5
2011;105;-3.58;-9.82;-2.04;-0.6;-3.66
2012;105;-4.8;-10.81;-1.11;-0.6;-2.62
