Date;Dated Brent;Propane;Gasoline;Jet;Gasoil;FO 1%;ULSD;Naphtha;Butane;FO 3.5%;VGO 0.5%;FO 0.5%;VGO 2%;
01.09.2014;97.3;-42.31400228;13.8386819;17.45305959;15.18853608;-8.366888704;17.56289061;-3.708436647;-40.58409554;-12.85842051;4.917107844;;2.096743367;
01.10.2014;87.4;-40.50601001;10.88251689;18.31617845;14.49135502;-9.787415027;17.5127059;-8.25669778;-41.35718974;-13.91962267;2.096014136;;0.240924903;
01.11.2014;78.9;-38.32601312;11.65364052;20.21146297;16.82935998;-11.20238514;19.5150052;-8.934072581;-36.82248923;-14.68875709;0.843015982;;-0.986605077;
01.12.2014;62.5;-32.25491182;5.497116272;19.10233188;15.31306937;-10.57645301;16.7244927;-7.788620448;-28.51993514;-14.48402046;0.134457937;;-1.49503358;
01.01.2015;47.9;-23.06658966;8.31415526;19.14275761;15.62774229;-7.544198165;16.74625249;-3.941196784;-24.42987008;-11.5748614;3.856410314;;2.128197465;
01.02.2015;58.1;-26.42828935;10.21133143;18.28935188;16.43543971;-8.572350862;18.41946012;-2.277773637;-24.01247103;-11.68520925;5.62410457;;4.429969482;
01.03.2015;55.9;-22.85274525;17.09516892;16.22402979;15.05041521;-7.450037921;17.73148263;0.234494135;-20.35043159;-11.31411837;4.062297512;;2.528847595;
01.04.2015;59.8;-27.2946663;18.16474328;14.5527829;14.46726012;-7.611157283;16.65850248;-1.189447113;-26.71447124;-11.57055252;3.807695125;;2.460790294;
01.05.2015;64.3;-35.49500093;18.64197903;14.35586958;15.62430483;-9.181164456;17.12538868;-3.031001642;-32.35893053;-12.46706478;2.735973387;;1.664131576;
01.06.2015;61.7;-33.99270876;23.83971315;15.35609894;15.45512677;-8.625198338;16.78879378;-1.833598948;-31.66480957;-12.0606031;3.065413259;;2.145836379;
01.07.2015;56.5;-30.31953372;25.88503756;12.06884588;12.75961563;-9.731243253;14.29802328;-3.99198022;-30.27186766;-12.69295011;3.171277874;;2.171416219;
01.08.2015;46.6;-24.30257542;22.413554;14.06499304;14.71933847;-9.528929419;16.2396055;-1.807529795;-24.92531473;-12.26132053;3.521932518;;2.580950108;
01.09.2015;47.6;-22.26779704;14.32715848;14.52022742;14.792324;-12.33067236;16.18550246;-1.816949641;-19.96125472;-14.56207943;3.488368922;;2.666584401;
01.10.2015;48.6;-21.44434434;10.56453864;11.85247963;11.90928922;-12.17453302;13.44590555;-0.70045859;-17.58230975;-15.49690839;2.796969127;;2.175700029;
01.11.2015;44.3;-16.05822706;13.75577099;13.60865574;12.54571528;-10.89745318;14.64627351;2.333157212;-16.16636742;-14.95121898;2.472692053;;1.722833244;
01.12.2015;38.2;-13.56328079;14.62075794;10.7430034;7.118464278;-12.54728342;8.688982899;4.982471345;-12.41248579;-16.88406555;2.905033014;;2.111903762;
01.01.2016;30.7;-11.0702586;17.76287957;9.258616384;7.471801524;-10.12425442;7.964169816;4.720171884;-8.996946899;-13.20582263;2.748858424;;1.64171901;
01.02.2016;32.5;-14.11708431;11.47835147;9.726193503;7.785325187;-9.851427894;8.610201935;0.081415859;-12.11462319;-12.01790646;0.999912531;;-0.768411229;
01.03.2016;38.5;-16.67879184;13.98885149;9.669091047;7.80536227;-12.38558475;9.660500902;0.661790153;-15.235191;-15.4799586;2.937762134;;0.743883299;
01.04.2016;41.5;-18.88778965;18.44063459;9.154061242;7.325139526;-12.80706224;8.893364506;0.706743736;-19.1823789;-15.77833131;4.948454413;;3.32132106;
01.05.2016;46.9;-22.50068467;16.07308488;9.7144277;9.918798387;-12.4971875;10.73822537;-2.077684548;-24.00278476;-15.51974681;4.577318287;;3.246027362;
01.06.2016;48.3;-23.92841194;14.69852879;11.0550065;10.98444856;-9.649398265;11.86186106;-1.932957579;-24.11439471;-14.17502602;4.934506995;;3.160274213;
01.07.2016;45.1;-22.55602827;10.1318105;10.04796749;8.529947438;-6.530979041;9.610599922;-2.81502569;-21.54547526;-11.08969819;4.434020552;;2.963574115;
01.08.2016;45.8;-24.0805439;11.04534297;9.385331408;8.981631325;-6.967966121;9.717264583;-4.726603714;-21.38741122;-11.47605398;3.472823194;;1.631882947;
01.09.2016;46.7;-22.87420179;11.70037152;9.651839999;9.712446287;-5.858713319;10.09240405;-2.631751188;-19.25421175;-10.23015095;3.598419215;;1.832404279;
01.10.2016;49.7;-21.88871555;12.40687191;12.17450534;12.06133799;-4.063308669;13.09563113;-0.518914932;-18.45059794;-9.835848503;4.235573302;;2.25288118;
01.11.2016;45.1;-18.12392949;11.23395525;12.8406902;11.74697911;-3.57329177;12.755622;1.14497295;-16.60759148;-7.643497723;3.339427578;;1.29154055;
01.12.2016;53.6;-23.24832349;10.35811747;11.62712824;10.68000293;-3.826805458;11.92363978;-2.061674588;-21.82453193;-8.651976689;2.692239724;;0.260579325;
01.01.2017;54.7;-19.97803535;11.77966202;11.59312475;10.729292;-1.40164389;11.17944276;0.770074072;-18.79628835;-8.737995425;3.247923515;;1.121966958;
01.02.2017;55.1;-20.15115427;12.94588842;11.8174342;11.52892923;-4.26785956;11.86463489;0.312082314;-17.98592326;-9.569394865;2.82208302;;0.394942436;
01.03.2017;51.6;-21.83412465;11.96838045;11.22367465;10.68883399;-4.737156447;11.33251309;-0.461455966;-20.42797572;-9.446919234;4.127063237;;1.958338154;
01.04.2017;52.5;-23.81625352;15.31613182;12.35716354;10.98918178;-3.472599122;12.39578847;-0.513904616;-24.00027858;-9.019827965;5.609506581;;3.710280373;
01.05.2017;50.4;-22.04291138;14.34790824;11.31885486;9.981458247;-2.538404651;11.2323267;-2.088525898;-23.85422185;-7.922041472;5.133455119;;2.588995862;
01.06.2017;46.5;-19.55255571;15.04814037;11.70128012;9.985689784;-0.753673458;11.14082242;-1.953003337;-22.20792696;-4.689009722;5.229974755;;2.721066611;
01.07.2017;48.6;-19.48571615;14.56594538;13.30112161;11.15775;-2.490993199;12.94977875;-1.310723555;-21.42851363;-5.16600027;4.6119819;;2.721407909;
01.08.2017;51.6;-17.30682067;16.0386341;14.13325769;10.86401335;-3.96362053;13.44164893;-0.563805678;-17.52131797;-6.728675587;4.431646816;;2.613502157;
01.09.2017;56;-16.82503915;14.7151334;14.58294206;13.63487486;-4.840701935;15.56118587;0.011890195;-17.24268468;-7.808610842;4.852265589;;2.538981294;
01.10.2017;57.4;-16.49369972;11.2544582;13.53302895;12.18084158;-4.623280089;14.51704774;0.381079988;-17.83206379;-8.309740976;5.838167618;;3.040813106;
01.11.2017;62.6;-18.87301844;12.88353657;14.46655435;11.8547409;-5.272493063;13.10295555;0.980460107;-20.59580622;-9.072663268;2.638345386;;-0.084226734;
01.12.2017;64.2;-20.86650035;9.468599423;13.75442557;11.90192062;-7.452347514;12.61649408;0.002660099;-24.19647761;-10.95672194;2.810253316;;0.305845421;
01.01.2018;69.2;-28.29682187;9.807052372;14.37362019;12.54560339;-8.569804131;13.22577224;-3.152540746;-30.07068043;-12.72947356;5.604247777;;3.277525688;
01.02.2018;65.2;-29.83053074;9.909729904;16.48598236;11.77984218;-7.810946109;12.79703031;-3.438803393;-31.27923865;-11.3476251;6.999733078;;5.20988639;
01.03.2018;65.9;-31.08036556;10.50834133;15.72132838;12.00387166;-8.51243088;13.34211647;-2.326662453;-31.04121129;-12.13049464;6.01000092;;4.068945881;
01.04.2018;71.8;-35.1888278;12.31298183;16.3262206;12.51168099;-10.80964585;14.27493497;-4.155313576;-34.65558396;-14.50677583;5.201260452;;3.258170517;
01.05.2018;76.9;-35.0252591;13.06919916;15.736688;12.50773445;-8.938114922;14.88394664;-2.734342264;-35.16144786;-12.58014097;3.207948774;;1.476270139;
01.06.2018;74.3;-33.36638308;12.35575899;15.03213589;12.6350768;-5.480066763;14.47666209;-3.964228243;-34.09353377;-9.652749327;3.547059865;;1.600526261;
01.07.2018;74.3;-30.86202819;14.11503463;15.08862105;12.58890084;-4.771743706;14.15450993;-2.854603094;-31.47425856;-8.06895388;4.172507429;;1.853431509;
01.08.2018;72.6;-28.80289486;17.1935376;16.04670043;14.86572898;-5.278453231;16.43770719;-1.405173623;-29.12293844;-8.076458634;5.447544051;;3.554724189;
01.09.2018;78.9;-30.76397827;9.873504649;14.09017022;13.30298741;-8.947746283;14.73980761;-3.644684928;-28.69663293;-12.21874063;4.936885956;;2.808053153;
01.10.2018;81.2;-36.01414933;4.155546804;16.25756876;15.02137785;-5.8577204;16.44009914;-7.537092422;-33.62403663;-9.158665589;3.978175598;;2.295232358;
01.11.2018;64.7;-29.71450043;5.121709522;20.31484208;19.15764783;0.749853888;20.6957901;-8.500516989;-31.57610789;-3.284139056;5.039594564;;3.792125661;
01.12.2018;57.4;-23.18687195;3.93631288;18.24145839;15.81413548;-1.505340706;16.79087907;-5.408497007;-28.23590801;-5.599308965;6.043057633;;4.557975605;
01.01.2019;59.5;-26.80745872;2.109940534;17.17096575;15.5134862;-1.033797454;16.00390837;-8.161033516;-28.26467842;-5.765441939;5.001004012;-0.853650737;3.855722227;
01.02.2019;64;-30.97796711;2.002793041;16.29063191;16.12611736;0.075227582;16.96034591;-8.434113459;-28.87538293;-3.687851315;3.952343361;-2.335636364;2.910074053;
01.03.2019;66.1;-31.15900809;7.084882452;15.70535888;15.01015864;-0.637241816;16.4121294;-6.816591981;-27.04967446;-4.134265164;4.960577985;-0.663896104;3.075169497;
01.04.2019;71.3;-36.3872471;13.7289164;13.1424412;12.45077017;-4.700751082;14.06520918;-8.57274952;-33.09116964;-7.292836667;5.46096037;-3.10231405;3.919292608;
01.05.2019;71.1;-39.0916392;16.09757218;13.25047085;12.35943925;-4.806451705;14.39118825;-10.50686971;-37.27351929;-10.41403504;6.212726101;-5.629664032;4.786822767;
01.06.2019;64.1;-37.38004307;10.62005699;13.41612524;11.56969719;-0.661898624;12.77488049;-11.4879366;-36.91802271;-8.436628603;6.581345097;-0.835;5.262463118;
01.07.2019;64;-38.18608611;14.78271341;17.16442646;14.04653239;1.731123332;15.43168311;-8.039683948;-37.72304433;-5.839956275;7.441512055;4.105513834;5.85368144;
01.08.2019;59;-36.9540215;14.22490375;18.11860024;16.25868208;-0.217299901;17.03233102;-9.313548387;-36.71108706;-13.84947064;8.667309017;-0.952231405;7.948247561;

